detected,m_VIS_Euclid,log10_mStar,Re_maj,z_source,q_source,n_sersic_source,log_p_gal,source_theta_ell,source_x,source_y,mass_1,mass_2,theta_jn,psi,phase,ra,dec,geocent_time,a_1,a_2,tilt_1,tilt_2,phi_12,phi_jl,luminosity_distance,pcross,psrc,PdetEM_flag,PdetEM_logL,PdetGW_flag,snr_net,snr_H1,snr_L1,snr_V1,x0_image_positions,x1_image_positions,magnifications,time_delays,image_type,effective_luminosity_distance,effective_geocent_time,effective_phase,effective_ra,effective_dec
False,29.022768020629883,6.448698997497559,0.11962337791919708,1.372983455657959,0.4219573736190796,5.323393821716309,-5.789748670081801,2.2097033134072754,0.02073459103494249,-0.021110344780724367,44.95011783865003,32.68047241041502,2.8515557618417504,1.621439593274707,1.5400677039779789,5.811903256741235,-0.09021883716092824,1267785132.8420138,0.14717962899128834,0.02172984528960491,2.2123417530824367,1.430983677943892,0.037317065624185804,2.8223314136320785,10037.994434270406,-31.328584154515223,9.058929510761724,False,-2002.7210156940178,False,"[5.078421498583011, 2.8205159554398422]","[2.887264921429868, 0.887759417188993]","[2.5048326703397024, 2.0664223461851496]","[3.3436326778444974, 1.7020846510293335]","[[-0.0948026364607678, 0.0017741638191695263, NaN, NaN]]","[[0.2896335283703998, -0.0673248006900889, NaN, NaN]]","[[1.5275118566292751, -1.6861666391795391, NaN, NaN]]","[[0.0, 8.237234006347474e+16, NaN, NaN]]","[[1.0, 2.0, NaN, NaN]]","[[8121.844225015783, 7730.306332984791, NaN, NaN]]","[[1267785132.8420138, 8.237234133125987e+16, NaN, NaN]]","[[1.5400677039779789, -0.030728622816917683, NaN, NaN]]","[[5.7428483367113845, 5.839819514855423, NaN, NaN]]","[[0.09155341159748309, -0.26540491746300565, NaN, NaN]]"
False,31.625885009765625,6.365248203277588,0.06431137770414352,3.5164742469787598,0.7269513010978699,1.8479434251785278,-2.625725530114277,1.2671854775704743,0.04922340926246156,0.07648176057731489,36.528811435087,35.522789817090754,2.4244265975458683,1.9826858349124787,3.451625586508031,3.232775239042364,-0.9251236416786567,1255823210.6345346,0.7974951625245001,0.1745832045209631,1.9288504553915262,2.0653255497901344,1.6043956714181133,0.1605422161002298,31457.805492453117,-36.36306511071371,12.03080009595983,False,-2009.9291633864764,False,"[2.3684378880272354, 3.0343033605429786, 3.642809368343266]","[1.31192037567054, 2.253915516710773, 1.9732517302279222]","[1.2667836878702143, 1.5055249043085852, 1.8621417083252112]","[1.5111657902061308, 1.3639122001945168, 2.4307953351439604]","[[0.02361656800856618, 0.014159626178515362, 0.01764205680819405, NaN]]","[[0.00034974527335443603, 0.017524033071321013, 0.014115490998493919, NaN]]","[[3.3704391759197874, 8.53059263456467, -8.42037595895288, NaN]]","[[0.0, 64136299852039.25, 67069791509552.375, NaN]]","[[1.0, 1.0, 2.0, NaN]]","[[17135.042097613525, 10770.5733104137, 10840.833679207812, NaN]]","[[1255823210.6345346, 64137555675249.88, 67071047332763.01, NaN]]","[[3.451625586508031, 3.451625586508031, 1.8808292597131344, NaN]]","[[3.256859728689218, 3.2411436268330682, 3.2469309347669175, NaN]]","[[-0.9299990377669415, -0.9128247499689749, -0.9162332920418019, NaN]]"
False,29.472965240478516,7.062830924987793,0.07541260123252869,1.2151436805725098,0.8265714049339294,1.7400338649749756,-2.8402298278817444,2.58369067977639,-0.007352948918931294,-0.0016959652247294224,23.084057994850266,18.79542122754711,0.5445734544890678,1.6825977242710382,0.7639840454692294,4.099536344742323,0.5242159039868818,1267009184.827799,0.5057253400951963,0.4343138887582656,2.2439989011746415,0.9942571732875665,5.204375709128777,4.798983101966808,8635.315898009358,-31.475614099149446,13.422539374332496,False,-2015.2241826649426,False,"[1.216261767102761, 4.104156013427022]","[0.7685240108840065, 1.8218568779984972]","[0.8805383915757553, 1.7988786004568393]","[0.3366239322625053, 3.2076424176421536]","[[-0.005120083298778859, 0.0450859297788942, NaN, NaN]]","[[-0.007194223785679919, 0.10564259894764597, NaN, NaN]]","[[-0.0809265118885758, 1.868331217293173, NaN, NaN]]","[[0.0, 8226529896121869.0, NaN, NaN]]","[[2.0, 1.0, NaN, NaN]]","[[30355.18043566355, 6317.587917803671, NaN, NaN]]","[[1267009184.827799, 8226531163131054.0, NaN, NaN]]","[[-0.8068122813256672, 0.7639840454692294, NaN, NaN]]","[[4.057242464344075, 4.115236048786918, NaN, NaN]]","[[0.4635349944759276, 0.5763718172092536, NaN, NaN]]"
False,32.60887908935547,6.194779872894287,0.06864377111196518,5.822026252746582,0.23118135333061218,1.245903491973877,-1.8351943387988534,0.8947965442320699,-0.12378630841049268,-0.04090097038658811,122.34304382027656,58.93501101423286,0.665402938202094,0.3124912577374905,3.5372223880610214,1.0992643260196164,1.309657550404097,1258468150.339097,0.6120124254127622,0.3770288126687228,2.0035162120382144,0.2486451038681821,3.288759082915983,2.511205639966604,56947.53515491183,-36.42694908759419,12.42881345090708,False,-2008.5931605214394,False,"[1.5813274919227338, 0.1898546527573523]","[1.0857047899783463, 0.1399913322099256]","[0.8586286749011666, 0.11360425131636034]","[0.7645904422409331, 0.05950874021985602]","[[-0.0247000739422428, 0.0005846468588173531, NaN, NaN]]","[[0.08358380728485047, -0.004558240530258399, NaN, NaN]]","[[1.3924297892712327, -0.014331146206681473, NaN, NaN]]","[[0.0, 9502030207499720.0, NaN, NaN]]","[[1.0, 2.0, NaN, NaN]]","[[48260.10677243275, 475701.44212098693, NaN, NaN]]","[[1258468150.339097, 9502031465967870.0, NaN, NaN]]","[[3.5372223880610214, 1.9664260612661248, NaN, NaN]]","[[1.0566540559843824, 1.1545881869328556, NaN, NaN]]","[[1.335879409982347, 1.2477373621672383, NaN, NaN]]"
False,29.334768295288086,6.09260892868042,0.15512371063232422,0.5085364580154419,0.7397509217262268,1.6902996301651,-2.055026889815112,1.253449851142392,0.0492289372304134,-0.01832559452799365,12.802324627437732,11.883575470943102,1.574330876588208,1.4909455354361683,2.588243418936363,0.54077091317727,0.3008227963441893,1242550206.3241923,0.7080710079297066,0.3416719904075913,1.5137906762208202,0.7058707062431498,5.09525469488962,4.393847778346352,2979.3960882082815,-31.50343670607005,11.973723606806846,False,-2096.880883279025,False,"[2.7957496625219993, 2.6091784318675626]","[1.4883544926447012, 1.1092856360523975]","[0.8998323899948787, 1.8306904008021219]","[2.1889081181338588, 1.491935026528189]","[[-0.157316541984348, 1.1224873648092741, NaN, NaN]]","[[-0.16468273981637477, 0.5948878956036552, NaN, NaN]]","[[-2.3194964030310015, 1.6662996386722428, NaN, NaN]]","[[0.0, 2.4655780004617325e+17, NaN, NaN]]","[[2.0, 1.0, NaN, NaN]]","[[1956.2816963616915, 2308.084439751091, NaN, NaN]]","[[1242550206.3241923, 2.4655780128872346e+17, NaN, NaN]]","[[1.0174470921414662, 2.588243418936363, NaN, NaN]]","[[0.017304381459399165, 1.357282676351237, NaN, NaN]]","[[-0.08712116842676693, 0.672449466993263, NaN, NaN]]"
False,27.43836784362793,7.375329494476318,0.12886227667331696,3.9199399948120117,0.2985301613807678,0.1939079761505127,-6.113511489243059,0.21065404446196329,-0.013243625785085351,-0.07007470049157795,41.00792201765981,35.17059972349015,2.508865151666948,0.43831303765333823,1.9823701770641706,5.893741319818144,0.8727097187160368,1258952474.257771,0.7132793428640956,0.2513281957492303,1.4694153005631765,1.4644400933380755,2.745917675505395,0.7834565617782484,35791.4838915763,-31.689738758804612,10.868812260657421,True,0.0,False,"[2.1718420606609854, 0.7858111837421216]","[1.4799570434876874, 0.5231215269160573]","[1.3008693864664567, 0.418743663821941]","[0.9134352331948463, 0.41048365202549086]","[[0.28974600147120666, -0.03155236006228829, NaN, NaN]]","[[-1.306662427152729, 0.22236405146424437, NaN, NaN]]","[[2.8715851696533052, -0.37437910887790354, NaN, NaN]]","[[0.0, 3.0250720022135974e+17, NaN, NaN]]","[[1.0, 2.0, NaN, NaN]]","[[21121.212862190016, 58495.6944521955, NaN, NaN]]","[[1258952474.257771, 3.025072014803122e+17, NaN, NaN]]","[[1.9823701770641706, 0.41157385026927407, NaN, NaN]]","[[6.215313280892588, 5.71543490064643, NaN, NaN]]","[[0.11393023749286202, 1.6429567161098353, NaN, NaN]]"
False,30.96663475036621,6.403552055358887,0.08633366972208023,1.3593525886535645,0.12297498434782028,1.1916412115097046,-0.9929816281828057,1.7409134307114253,0.022007382449090424,0.08744009355721288,79.41341748978101,28.136589400342057,1.6147131874074292,2.951843114277322,1.8921868881292567,1.1368047122461733,0.3028186705850638,1254688680.743207,0.4096407775247949,0.03921039712006929,0.7725634946031791,1.000341131108904,4.9773218416230876,3.1278992881909993,9915.376782051197,-33.430120070975654,13.751741876697949,False,-2005.053003325962,False,"[1.614066636239675, 1.6647527261832251]","[0.4794429324987484, 0.8646580277224518]","[1.3520677543336597, 1.3059157447837542]","[0.7397691318176193, 0.5642270836777448]","[[0.11287221510475015, -0.029432483977703646, NaN, NaN]]","[[0.1617886264359542, -0.026216192880807065, NaN, NaN]]","[[1.8415098226042823, -0.8951144176084517, NaN, NaN]]","[[0.0, 2.25530659178045e+16, NaN, NaN]]","[[1.0, 2.0, NaN, NaN]]","[[7306.715574714966, 10480.20905251126, NaN, NaN]]","[[1254688680.743207, 2.255306717249318e+16, NaN, NaN]]","[[1.8921868881292567, 0.32139056133436017, NaN, NaN]]","[[1.2126310090351493, 1.063542752707431, NaN, NaN]]","[[0.41032990601156777, 0.2223250866948065, NaN, NaN]]"
False,30.92705535888672,6.241395950317383,0.06650250405073166,0.9275439381599426,0.3303104341030121,0.6966661214828491,-0.25510634500763807,2.3341967705069773,-0.009014538418074591,-0.06402320020135334,72.5561309034193,26.323862389797807,1.824061329049597,2.6794521616909583,2.234945873616187,1.7329247948387878,-1.2950440965522634,1243712120.0854332,0.6098782104846823,0.13799437015938906,2.843009430640029,1.6467489833464122,0.053236893440116895,3.190240468280799,6190.618924102873,-33.32116377725965,14.116238929666572,False,-2032.979632836286,False,"[1.3242297706543495, 4.575112182479994]","[0.7287819114751004, 2.7292987851115744]","[0.5498175265106264, 2.136821265429187]","[0.9592508006437663, 2.9860633790117284]","[[-0.03786447269583586, -0.030268514702634298, NaN, NaN]]","[[0.04771189604192994, -0.35643894529874104, NaN, NaN]]","[[-0.5374798083603551, 2.6622626797194755, NaN, NaN]]","[[0.0, 3.725669407236295e+16, NaN, NaN]]","[[2.0, 1.0, NaN, NaN]]","[[8444.09273432683, 3794.098651282389, NaN, NaN]]","[[1243712120.0854332, 3.725669531607507e+16, NaN, NaN]]","[[0.6641495468212906, 2.234945873616187, NaN, NaN]]","[[1.4334970777852747, 1.4613956158751844, NaN, NaN]]","[[-1.1361737650521528, -1.5403246063928238, NaN, NaN]]"
False,27.908042907714844,7.752542018890381,0.06687019020318985,0.8274178504943848,0.18572886288166046,1.5855463743209839,-4.731159869130888,0.30386224366440784,-0.03303900416244079,0.0013326469012975364,13.041224712689631,12.039287102173658,1.0244314550388673,1.5467363327570658,6.21604287673477,0.6113012195255115,0.11230948216000286,1254663706.592256,0.3112834874806405,0.1572398787810057,1.647778271737047,2.2354312301883716,5.459893603614381,2.227973605073277,5379.941057554135,-35.47208529025418,13.119727816376066,False,-2023.9626694917447,False,"[3.6991510510939225, 3.5631827085657863]","[1.5696884346368498, 1.200478872496069]","[1.882850231917597, 2.6422844975984803]","[2.770319786801595, 2.0672334471615743]","[[-0.09729072296506376, 0.17206433491512527, NaN, NaN]]","[[-0.07472605842481066, 0.13914529170636578, NaN, NaN]]","[[-5.516830944734743, 3.399199922433454, NaN, NaN]]","[[0.0, 1.3002922500691224e+16, NaN, NaN]]","[[2.0, 1.0, NaN, NaN]]","[[2290.512571025462, 2918.026042298672, NaN, NaN]]","[[1254663706.592256, 1.300292375535493e+16, NaN, NaN]]","[[4.645246549939873, 6.21604287673477, NaN, NaN]]","[[0.47957867949961563, 0.7506414555241336, NaN, NaN]]","[[0.010991766854452203, 0.22486311698562864, NaN, NaN]]"
False,29.593172073364258,6.61486291885376,0.13807763159275055,0.8124199509620667,0.3381953239440918,1.8581020832061768,-1.8572512602027214,1.1348165840353512,-0.016719827727679833,-0.05384635525419543,36.4037437463119,31.31893839446063,0.6635334016145236,1.547141461291656,1.7838292000852085,5.338012221815874,0.316336470671317,1268659904.8094506,0.3659739191141158,0.6682256491812387,2.4604164866496294,1.1206284217889502,1.2982194563784148,3.0485579623500496,5260.580947577274,-35.4239057086004,13.374033488949028,False,-2014.1052304417449,True,"[19.30611084840379, 17.992042846053938]","[11.152633398524404, 10.18863113791724]","[14.562418588431841, 12.918609147406002]","[6.023342031154077, 7.281135832152963]","[[-0.03720921362683966, -0.012527350436360989]]","[[0.004363599081821758, 0.043414197830702585]]","[[-4.393162207517616, 7.304947064733679]]","[[180717588316897.88, 495819854836899.6]]","[[2.0, 1.0]]","[[2509.8345201882207, 1946.3689651027757]]","[[180718856976802.7, 495821123496804.44]]","[[0.21303287329031195, 1.7838292000852085]]","[[5.298699332862423, 5.3246698131257695]]","[[0.3256828575271061, 0.3647334562759869]]"
