attempts,weight,m_VIS_Euclid,log10_mStar,Re_maj,z_source,q_source,n_sersic_source,log_p_gal,source_theta_ell,source_x,source_y,theta_E,zl,mass_1,mass_2,theta_jn,psi,phase,ra,dec,geocent_time,a_1,a_2,tilt_1,tilt_2,phi_12,phi_jl,zgw,mass_1_source,mass_2_source,luminosity_distance,pcross,psrc,PdetEM_flag,PdetEM_logL,PdetGW_flag
406,0.0024630541871921183,25.70850944519043,8.941262245178223,0.24401222169399261,1.9528541564941406,0.6107553243637085,2.7154228687286377,-6.011268741045374,0.18932234617107255,0.07939529686613214,0.08132514743314688,0.455907744072324,0.6587922945019894,99.1498838938621,97.25169408564581,1.7716237472108136,1.2987627410773477,3.1741634299309758,3.0813967612320354,-1.0266927134637602,1266629537.1672754,0.5556658685317702,0.3233951637867919,2.8775296327691047,0.9538268053305524,3.888315199581296,4.036942920043294,1.9528541564941406,33.57764340504395,32.93481117980802,15467.507809831288,-27.5932163736021,14.576748417252475,True,0.0,True
